DATE/TIME(America/Asuncion),Latitud,Longitud,TK 1 BR,TK 2 BR,TK 3 BR,TK 1 STB,TK 2 STB,TK 3 STB,Velocidad,TK Diario BR,TK Diario STB,TK Gen,TK Gen AUX,Flow Rate Prop. BR,Flow Rate Prop. STB,Flow Rate Gen. BR,Flow Rate Gen. STB,Flow Rate Gen. AUX,Flow Carga Diario,Flow Carga Barcaza,Flow Carga Generador,Trip Volume Prop. BR,Trip Volume Prop. STB,Trip Volume Gen. BR,Trip Volume Gen. STB,Trip Volume Gen. AUX,Carga Diario,Carga Barcaza,Carga Generador,RPM Prop. BR,RPM Prop. STB,Remanencia Total,Caudalímetros Total,Estado
08-03-2025 20:45:44,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,454.08,18.8906,0.0,136.8522,120.62,6988.61,1713.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11523.6077,16777245.0,0.0
08-03-2025 20:55:58,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,38.542,454.08,18.8906,0.0,136.8522,120.62,6988.61,1713.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11529.1137,16777245.0,0.0
08-03-2025 21:06:12,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1708.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11388.4437,16777245.0,0.0
08-03-2025 21:15:25,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1708.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11388.4437,16777245.0,0.0
08-03-2025 21:25:40,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,103.8983,33.036,323.35999999999996,18.8906,0.0,101.37200000000001,120.62,6968.491999999999,1704.6779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11309.7129,16777245.0,0.0
08-03-2025 21:35:53,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,141.6795,33.036,454.08,18.8906,0.0,187.5382,120.62,7008.727999999999,1704.6779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11604.6163,16777245.0,0.0
08-03-2025 21:46:07,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,141.6795,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,7008.727999999999,1704.6779999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11423.2103,16777245.0,0.0
08-03-2025 21:56:21,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,323.35999999999996,18.8906,0.0,136.8522,120.62,6988.61,1700.4360000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11379.9597,16777245.0,0.0
08-03-2025 22:06:36,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,122.78890000000001,33.036,454.08,18.8906,0.0,136.8522,120.62,6988.61,1700.4360000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11510.6797,16777245.0,0.0
08-03-2025 22:15:48,-25.6060733795166,-57.606502532958984,0.0,1935.3659999999998,141.6795,33.036,454.08,18.8906,0.0,187.5382,120.62,7008.727999999999,1700.4360000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,16777215.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.3743,16777245.0,0.0
